"a","b","c"
0.533396148450593,0,444.321519560078
1.23926354452847,0,0.749482106585007
21.7300013219571,0,0.636514167813076
1.12019218789544,0,0.372382916019837
17.1293039806298,0,1.52683937850575
21.6766277967897,0,0.828331862716074
1.34691188533982,0,1.167576130897
1.36063990107232,0,39.0754844521088
5.17210236428725,0,1.66679673951964
17.0846297510712,0,68.1365602450412
0.357990278726306,0,0.284032925166764
0.461099885875909,0,8.71504040059441
42.8956020918377,0,1.01519833384034
1.91807090544457,0,0.282261765927506
0.731990771507573,0,7.61391424218896
31.7838051929374,0,18.8819367014697
30.9417346028003,0,0.502528184772905
0.70022715356034,0,342.473521730404
12.1738450855517,0,12.1111214561495
0.213349292422278,0,9.86631396103736
0.371757396588809,0,8.0387572038598
14.1244460559976,0,1.16972146772636
1.21898541510486,0,3.36916066459907
2.40184140180685,0,4.12528846772218
3.14130221976789,0,2.08888298714518
0,0.608802935436227,0.877969380786273
0,1.24130969536577,0.189178931919683
0,3.96000040182934,1.02152793133888
0,135.954581541084,35.9297191609979
0,2.79029993881264,0.195501749635143
0,0.363131117384568,0.246047382743985
0,0.413578570664802,5.16748771346099
0,1.49677522611598,2.66712331721888
0,17.6867499095281,1.03816517037371
0,6.12349634733906,0.461584399757151
0,3.90873001125385,1.48318019511744
0,0.881279612376401,6.27928999934308
0,0.40044456466175,1.93281135796894
0,0.269671328897614,4.77387619999739
0,2.13670761196308,1.89550515680001
0,2.55986214688931,2.48365263062736
0,1.33782324666819,1.04004563269917
0,13.820281680678,16.6684019354021
0,0.527700483090389,100.41774838067
0,14.950510892703,2.21227834715127
0,2.17698422387773,1.39390698143163
0,0.105914844487521,89.7969362902308
0,21.4613611856238,9.64256087969117
0,1.53202786487232,4.56741246252761
0,973.206438482791,0.233854305065306
0.450690106207509,2.73999821557602,18.3118622230667
1.88707510992008,1.05809945873031,10.9865743582876
0.181953528381032,2.202194410507,0.523177516623354
2.25791448525063,15.8111611486811,3.34379154569984
0.21251006835498,3.92899035265874,1.3942148339106
3.21888281044409,1.33727691759514,0.273444239271743
0.492769898497477,30.5322969243696,2.75653973575193
1.00034539194047,0.778024843737707,0.370552957652877
0.499609382741152,13.5026964977983,10.5074650130295
0.534772228340934,1.04658801540122,3.49538803946337
1.24391573507165,1.3261877613623,2.45669112483016
0.342672251259966,602.39686333823,0.67998006614443
0.381266767937049,25.4487858721006,1.27736874523531
0.389978378169077,0.438546404158137,10.7542160391841
0.768014608273969,2.52573877465845,3.1330378552092
1.6840326060484,2.78193185101869,0.324668983607344
1.08411895884902,0.997196118804089,0.387230907180178
1.08852878573145,38.0030672743445,0.38787074198073
1.18500432860907,0.629444221729078,3.75629253496312
0.387114161995804,0.358594474293364,0.32771823905992
0.210744869504156,0.707158068313622,10.2028218459756
0.546537209088793,0.279032243356166,1.69447681216006
0.803544230768341,11.6927251288329,1.03234929677201
1.32452006702954,1.05515142608426,1.0087936988547
0.208576829304303,0.652333091421071,0.334490528420723
