"V1","V2","V3"
46.6224553293886,0,1.70823521134885
56.8896022336391,0,7.91273623871931
53.2304519503239,0,1.27586903225534
58.9023297036913,0,6.59524190296155
45.5893671294491,0,2.66479553144329
55.4322754747777,0,6.16596102363769
49.6436815682798,0,4.73300543945413
41.8189999782613,0,5.9088525394426
54.1970074112497,0,4.27099045195596
45.0564172410907,0,3.12605910348661
40.4094167337505,0,4.29219583223152
46.1776021911361,0,1.84963507328686
49.1845095015709,0,4.57552844429661
41.0490373996321,0,7.84772269432631
52.2324647517171,0,5.08240712800158
46.1335685237533,0,5.4961445872596
46.9375105914098,0,3.94664652905111
40.4867760188996,0,0.590245380976887
0,46.2027797462055,18.7029577401746
0,43.8798509328778,8.93634700186893
0,47.1227856702442,16.7128679928774
0,38.9271478795478,8.66617130796266
0,44.4141047661201,11.5098767430119
0,49.1896731743273,16.2583612064739
0,51.4467325768769,10.4817972338925
0,41.5184120578669,13.9826921367461
0,50.1426750755879,11.1726940482415
0,46.6159639122474,16.6346131737195
0,48.7713682236572,26.3676567582751
0,41.413153060637,11.5503216115469
0,46.3180148146112,14.2102825142963
0,44.6055167864837,14.0556166291184
0,32.9389605643123,14.6433786848047
0,38.0426146102333,13.0260121194747
0,55.8496318155247,12.2686469309066
0,53.7838436594824,8.27175700964693
0,40.2224640650366,14.9178888267118
0,52.0931769039323,16.7385061069958
0,43.4766046291559,18.158417586325
0,31.6408564930631,12.6033404981722
0,51.7824000449815,17.5377118071865
0,43.8548118553627,19.1357675828638
0,42.6718073652809,10.5723077274556
30.4875474500714,33.1702789536505,1.48662160794665
22.4244531364473,21.8650893000391,1.14301223783417
27.4524068495277,23.1210520876692,2.48692691125239
23.4304690325257,36.244479022823,1.95112193993539
30.2176839935003,28.7019299142014,4.1959669627294
35.3855113196495,33.6988060631048,1.41764416987279
23.7269411886152,24.8502086720983,9.28443645744774
29.8530526366204,27.2628249864608,3.06027586048916
30.3304409578177,26.7052520193157,1.68323717516586
33.3452136389423,39.0603946959427,0.563067831342418
37.5465431508727,27.6297626366385,1.94805724998777
30.0451032921783,28.2558621421257,4.12399015805322
34.3884062484359,31.6325943292144,5.35244394101983
23.0675774311876,34.0083796568106,0.74718115213462
29.4377833663073,31.6956366222869,10.9880418510845
24.9963179401305,26.6122151337755,2.50750400060151
26.1883406813154,33.814251124256,5.0954879074044
21.8413557933901,36.8465401508436,4.86937893095058
23.694806489893,38.4759490481958,1.30511056582151
38.2143590315658,35.2121245166737,1.22617390563688
32.1470271531158,28.7633605409447,0.964774643992982
37.8118920269473,27.0990086952896,1.99299339352935
29.5650272124418,30.8077116400409,2.1124635881397
38.6068036366199,25.8442347006893,2.19427047698842
24.5810555819647,25.8435439704299,1.40137373819181
